source_url,slug,name,brand,sku,product_type,stock_status,price,compare_at_price,currency,meta_description,images,local_images,scraped_at
https://mtd-global.com/eviralab-derma-mela-light-cream-50ml,eviralab-derma-mela-light-cream-50ml,"Eviralab Derma mela light cream 50ml",EVIRALAB,8809801697172,"kem dưỡng",in_stock,390000,600000,VND,"Eviralab Derma Mela Light Cream là dòng kem dưỡng chuyên biệt hỗ trợ làm sáng da, mờ thâm và cải thiện các vùng da không đều màu . Sản phẩm ứng dụng công thức phối hợp nhiều hoạt chất làm sáng hiện đại như Tranexamic Acid 3%, Arbutin, N-Acetyl Glucosamine (NAG) và Niacinamide , giúp tác động đa cơ chế lên quá trình hìn",https://bizweb.dktcdn.net/100/660/831/products/452-b6337e89-fc55-415d-8df2-6d13412392b5.png?v=1780717541310|https://bizweb.dktcdn.net/100/660/831/products/z7903800094856-5955a0eb9c00f41bfcaaa7a8780ad71c-f86c9fcb-e0d3-430e-aa44-b3f87eb60e5a.jpg?v=1780717541310|https://bizweb.dktcdn.net/100/660/831/products/z7903800068326-ce28f050d1ba7e10b5ab40c6ab32c2fc-0bef9bfc-ad64-4c8e-8636-997339f42e78.jpg?v=1780717541310|https://bizweb.dktcdn.net/100/660/831/products/z7903800124504-e0c94ecd9a92182540f8ded7d836e961-917e2e9f-e537-4fd1-b068-3921ecb336e1.jpg?v=1780717541310|https://bizweb.dktcdn.net/100/660/831/products/z7903800090705-fb9ad1c95c30833ca7a837f60844df85-1a6587c9-1e3a-409b-a7db-fcf88d724bab.jpg?v=1780717539453|https://bizweb.dktcdn.net/100/660/831/products/z7903800083565-de41bf7d6f76236a09c41af260a8e469-22a9b339-9883-4eb8-abe3-19ec813fb63c.jpg?v=1780717551607|https://bizweb.dktcdn.net/100/660/831/products/z7903800090705-fb9ad1c95c30833ca7a837f60844df85-134a90ca-1c93-4d74-9471-d1f2ffe7ec47.jpg?v=1780717554307,storage/images/eviralab-derma-mela-light-cream-50ml/01.png|storage/images/eviralab-derma-mela-light-cream-50ml/02.jpg|storage/images/eviralab-derma-mela-light-cream-50ml/03.jpg|storage/images/eviralab-derma-mela-light-cream-50ml/04.jpg|storage/images/eviralab-derma-mela-light-cream-50ml/05.jpg|storage/images/eviralab-derma-mela-light-cream-50ml/06.jpg|storage/images/eviralab-derma-mela-light-cream-50ml/07.jpg,2026-07-12T16:38:30+00:00
https://mtd-global.com/eviralab-tone-up-sun-cream-50ml,eviralab-tone-up-sun-cream-50ml,"Eviralab Tone up sun cream 50ml",EVIRALAB,8809801696311,"kem dưỡng",in_stock,390000,650000,VND,"Eviralab Tone Up Sun Cream là dòng kem chống nắng kết hợp dưỡng da giúp bảo vệ da toàn diện trước tia UVA/UVB , đồng thời hỗ trợ nâng tone nhẹ nhàng và mang lại làn da sáng khỏe tự nhiên. Công thức phù hợp cho nhu cầu sử dụng hằng ngày, đặc biệt với những ai yêu thích lớp nền mỏng nhẹ mà không cần trang điểm cầu kỳ. ✨",https://bizweb.dktcdn.net/100/660/831/products/453-f3198962-efc5-404c-9245-ddc3ab631991.png?v=1780717304133|https://bizweb.dktcdn.net/100/660/831/products/z7903800106942-7b5880fc0927a5f4190b119a09cd1e0c-99d52811-7ef6-47fa-8c3f-48debaca1c28.jpg?v=1780717322053|https://bizweb.dktcdn.net/100/660/831/products/z7903800121099-3570961a221bbcbd43d83d702971f875-f1b93f30-cdcb-4974-9fe2-34a9fd74797c.jpg?v=1780717324377|https://bizweb.dktcdn.net/100/660/831/products/z7903800112223-b4423bc8f47e3d2f1454cf6289737b6c-22fca305-454f-4745-bcce-59c4858beb75.jpg?v=1780717326650,storage/images/eviralab-tone-up-sun-cream-50ml/01.png|storage/images/eviralab-tone-up-sun-cream-50ml/02.jpg|storage/images/eviralab-tone-up-sun-cream-50ml/03.jpg|storage/images/eviralab-tone-up-sun-cream-50ml/04.jpg,2026-07-12T16:38:35+00:00
https://mtd-global.com/cham-soc-mat,cham-soc-mat,"Chăm sóc mặt",,,,,,,VND,,,,2026-07-12T16:38:51+00:00
https://mtd-global.com/tay-te-bao-chet-mat,tay-te-bao-chet-mat,"Tẩy tế bào chết mặt",,,,,,,VND,,,,2026-07-12T16:38:52+00:00
https://mtd-global.com/toner-nuoc-hoa-hong,toner-nuoc-hoa-hong,"Toner – nước hoa hồng",,,,,,,VND,,,,2026-07-12T16:38:54+00:00
https://mtd-global.com/serum-tinh-chat,serum-tinh-chat,"Serum – tinh chất",,,,,,,VND,,,,2026-07-12T16:38:56+00:00
https://mtd-global.com/kem-chong-nang,kem-chong-nang,"Chống nắng",,,,,,,VND,,,,2026-07-12T16:38:58+00:00
https://mtd-global.com/phan-nuoc-kem-nen-che-khuyet-diem,phan-nuoc-kem-nen-che-khuyet-diem,"Phấn nước – kem nền – che khuyết điểm",,,,,,,VND,,,,2026-07-12T16:38:59+00:00
https://mtd-global.com/trang-diem-mat,trang-diem-mat,"Trang điểm mắt",,,,,,,VND,,,,2026-07-12T16:39:01+00:00
https://mtd-global.com/cham-soc-co-the,cham-soc-co-the,"Chăm sóc cơ thể",,,,,,,VND,,,,2026-07-12T16:39:03+00:00
https://mtd-global.com/tay-te-bao-chet-body,tay-te-bao-chet-body,"Tẩy tế bào chết body",,,,,,,VND,,,,2026-07-12T16:39:05+00:00
https://mtd-global.com/kem-tay-long,kem-tay-long,"Kem tẩy lông",,,,,,,VND,,,,2026-07-12T16:39:07+00:00
https://mtd-global.com/cham-soc-vung-kin,cham-soc-vung-kin,"Chăm sóc vùng kín",,,,,,,VND,,,,2026-07-12T16:39:09+00:00
https://mtd-global.com/phu-kien-bong-mut-co,phu-kien-bong-mut-co,"Phụ kiện (bông, mút, cọ,…)",,,,,,,VND,,,,2026-07-12T16:39:11+00:00
https://mtd-global.com/thuc-pham-chuc-nang,thuc-pham-chuc-nang,"Thực phẩm chức năng",,,,,,,VND,,,,2026-07-12T16:39:13+00:00
https://mtd-global.com/combo-lomere-nam-truffle-duong-trang-phuc-hoi-da,combo-lomere-nam-truffle-duong-trang-phuc-hoi-da,"COMBO LOMERE NẤM TRUFFLE DƯỠNG TRẮNG PHỤC HỒI DA",LOMERE,"Đang cập nhật",combo,in_stock,3200000,,VND,,https://bizweb.dktcdn.net/100/660/831/products/476.png?v=1783851628987,storage/images/combo-lomere-nam-truffle-duong-trang-phuc-hoi-da/01.png,2026-07-12T16:39:15+00:00
https://mtd-global.com/do-uong-khong-con-khong-ga-nuoc-uong-vi-luu-pomegranate-base-quy-cach-970-ml-chai-15-chai-thung,do-uong-khong-con-khong-ga-nuoc-uong-vi-luu-pomegranate-base-quy-cach-970-ml-chai-15-chai-thung,"TPBS Nước uống vị lựu(Pomegranate base ),đồ uống không cồn(nồng độ cồn:0,022%/970ml), không ga;hàm lượng đường:18g/100ml, q/c: 970 ml/ chai,15 chai/thùng",KWANGYA,8808416701021,"THỰC PHẨM",in_stock,190000,300000,VND,,https://bizweb.dktcdn.net/100/660/831/products/474.png?v=1783666127880|https://bizweb.dktcdn.net/100/660/831/products/vn-11134207-81ztc-mp7vumfj7v2j13.jpg?v=1783666162183,storage/images/do-uong-khong-con-khong-ga-nuoc-uong-vi-luu-pomegranate-base-quy-cach-970-ml-chai-15-chai-thung/01.png|storage/images/do-uong-khong-con-khong-ga-nuoc-uong-vi-luu-pomegranate-base-quy-cach-970-ml-chai-15-chai-thung/02.jpg,2026-07-12T16:39:17+00:00
https://mtd-global.com/sale-7-7-combo-tinh-chat-nam-kem-nam-dem-ruee,sale-7-7-combo-tinh-chat-nam-kem-nam-dem-ruee,"[SALE 7.7] COMBO TINH CHẤT NÁM + KEM NÁM ĐÊM RUEE",RUÉE,PVN1107,"Đang cập nhật",in_stock,680000,,VND,,https://bizweb.dktcdn.net/100/660/831/products/ruee2.png?v=1783419769367,storage/images/sale-7-7-combo-tinh-chat-nam-kem-nam-dem-ruee/01.png,2026-07-12T16:39:19+00:00
https://mtd-global.com/manhae-menopause-hop-30-vien,manhae-menopause-hop-30-vien,"Viên nội tiết tố Manhae Menopause hộp 30v","Nutrisanté Laboratories",3515484271695,"THỰC PHẨM",in_stock,370000,470000,VND,"Manhae Menopause là thực phẩm bảo vệ sức khỏe đến từ Nutrisanté Laboratories (Pháp) , được nghiên cứu dành riêng cho phụ nữ trong giai đoạn tiền mãn kinh và mãn kinh . Sản phẩm kết hợp các dưỡng chất từ thiên nhiên như chiết xuất cam ngọt giàu Flavonoid, dầu hạt lưu ly (GLA), Omega-3, Vitamin E cùng các vitamin và khoá",https://bizweb.dktcdn.net/100/660/831/products/473.png?v=1783505004630|https://bizweb.dktcdn.net/100/660/831/products/vien-uong-can-bang-noi-tiet-manhae-hop-30-vien-80872e5588de47ccbfcadd0872426063.jpg?v=1783505004630|https://bizweb.dktcdn.net/100/660/831/products/manhae-menopause-nutrisante-90-vien-2-jpg-v-1755589666257.jpg?v=1783505004630|https://bizweb.dktcdn.net/100/660/831/products/g-cua-vien-uong-can-bang-noi-tiet-manhae-menopause-nutrisante-cua-phap-6846e619b06344218ce82b301abf8b61.jpg?v=1783505004630|https://bizweb.dktcdn.net/100/660/831/products/manhae-1-jpg-v-1778314757220.jpg?v=1783505004630|https://bizweb.dktcdn.net/100/660/831/products/dung-vien-uong-can-bang-noi-tiet-manhae-menopause-nutrisante-cua-phap-3cf236afa385448cb7fa2209cbc5625a.jpg?v=1783505004630,storage/images/manhae-menopause-hop-30-vien/01.png|storage/images/manhae-menopause-hop-30-vien/02.jpg|storage/images/manhae-menopause-hop-30-vien/03.jpg|storage/images/manhae-menopause-hop-30-vien/04.jpg|storage/images/manhae-menopause-hop-30-vien/05.jpg|storage/images/manhae-menopause-hop-30-vien/06.jpg,2026-07-12T16:39:22+00:00
https://mtd-global.com/nuoc-hoa-armaf-delights-island-bliss-100ml,nuoc-hoa-armaf-delights-island-bliss-100ml,"Nước hoa Armaf Delights Island Bliss 100ml",ARMAF,6295199800942,"Nước Hoa",in_stock,1300000,1500000,VND,"Armaf Delights Island Bliss là dòng nước hoa nữ thuộc bộ sưu tập Delights Collection của Armaf, ra mắt năm 2024. Lấy cảm hứng từ những hòn đảo nhiệt đới ngập nắng, Island Bliss mang đến mùi hương Floral Fruity Gourmand ngọt ngào, tươi mát với sự hòa quyện của trái cây mọng, dừa béo, hoa trắng và vanilla ấm áp, tạo cảm",https://bizweb.dktcdn.net/100/660/831/products/467.png?v=1782637505537|https://bizweb.dktcdn.net/100/660/831/products/island-bliss-4.webp?v=1782637671403|https://bizweb.dktcdn.net/100/660/831/products/901e38ae-7ddf-4452-898f-6467846498ca-jpg-v-1775709379437.jpg?v=1782637671403|https://bizweb.dktcdn.net/100/660/831/products/artboard-7-11799f3a23434472ad008a9c677b614a.png?v=1782637671403,storage/images/nuoc-hoa-armaf-delights-island-bliss-100ml/01.png|storage/images/nuoc-hoa-armaf-delights-island-bliss-100ml/02.webp|storage/images/nuoc-hoa-armaf-delights-island-bliss-100ml/03.jpg|storage/images/nuoc-hoa-armaf-delights-island-bliss-100ml/04.png,2026-07-12T16:39:27+00:00
https://mtd-global.com/cap-goi-xa-sorini-lab,cap-goi-xa-sorini-lab,"CẶP GỘI XẢ SORINI LAB 500ML","SORINI LAB",PVN1084,"Dầu gội - Sữa tắm",in_stock,439000,,VND,,https://bizweb.dktcdn.net/100/660/831/products/465.png?v=1782282976203|https://bizweb.dktcdn.net/100/660/831/products/z7970458958538-430cde4ee40a07bce376efdf910e1952.jpg?v=1782283016510|https://bizweb.dktcdn.net/100/660/831/products/z7970458973890-9fc3769106f8c556997cb75eedbc4a6f.jpg?v=1782283075340|https://bizweb.dktcdn.net/100/660/831/products/z7970458985576-f6002b0b5d7f71fdaf9a1df9d5578bbc.jpg?v=1782283075340|https://bizweb.dktcdn.net/100/660/831/products/z7970459019427-ed108d122f69c1871f74b840c52ef5e9.jpg?v=1782283075340|https://bizweb.dktcdn.net/100/660/831/products/z7970459014352-eedf006f8fca59d3167f4f3c63b2aecf.jpg?v=1782283075340|https://bizweb.dktcdn.net/100/660/831/products/z7970459009059-55168363a4a61bef8df3ff4acd295726.jpg?v=1782283075340|https://bizweb.dktcdn.net/100/660/831/products/z7970459004051-e61f4f6a9397f711d1168346a17ac0c8.jpg?v=1782283075340|https://bizweb.dktcdn.net/100/660/831/products/z7970458995710-be897fc9117f7981979bdeba92e5cee5.jpg?v=1782283075340|https://bizweb.dktcdn.net/100/660/831/products/z7970458992951-f1494fcc866e20d931540ca09d1af6e4.jpg?v=1782283075340|https://bizweb.dktcdn.net/100/660/831/products/z7970459025626-7b1ad42b342548c74dbb141fc298a881.jpg?v=1782283075340|https://bizweb.dktcdn.net/100/660/831/products/z7970459031619-b3cd2ebb5c30f619f4e392526ded2a48.jpg?v=1782283075340,storage/images/cap-goi-xa-sorini-lab/01.png|storage/images/cap-goi-xa-sorini-lab/02.jpg|storage/images/cap-goi-xa-sorini-lab/03.jpg|storage/images/cap-goi-xa-sorini-lab/04.jpg|storage/images/cap-goi-xa-sorini-lab/05.jpg|storage/images/cap-goi-xa-sorini-lab/06.jpg|storage/images/cap-goi-xa-sorini-lab/07.jpg|storage/images/cap-goi-xa-sorini-lab/08.jpg|storage/images/cap-goi-xa-sorini-lab/09.jpg|storage/images/cap-goi-xa-sorini-lab/10.jpg|storage/images/cap-goi-xa-sorini-lab/11.jpg|storage/images/cap-goi-xa-sorini-lab/12.jpg,2026-07-12T16:39:33+00:00
